Country,India
Period / Year of Work,20th century CE
Dimensions,16 x 3.5 cm
Detailed Description,Bazuband made of metal.
Title,Bazuband
Accession Number,AM-JWL-1149
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,16 x 3.5 cm
Detailed Description,Bazuband (an arm ornament) made of metal.
Title,Hemel
Accession Number,AM-JWL-1150
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,50 cm
Detailed Description,Nine coins are being tied in a thread appearing like a necklace. A comparatively big and designer shaped metal piece is attached as a pendent hanging in the centre.
Title,Bandi
Accession Number,AM-JWL-1151
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.7 x 5.3 cm
Detailed Description,Bundi with perfuratted design made of metal.
Title,Hansuli
Accession Number,AM-JWL-1152
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,11x10.5 cm
Detailed Description,Hansuli made of metal.
Title,Pariyan
Accession Number,AM-JWL-1153
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.8 x 7.5 cm
Detailed Description,Pariyan made of metal.
Title,Pariyan
Accession Number,AM-JWL-1154
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.8 x 7.5 cm
Detailed Description,Pariyan made of metal.
Title,Chhani
Accession Number,AM-JWL-1155
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7 cms
Detailed Description,Chhani made of metal.
Title,Chhani
Accession Number,AM-JWL-1156
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7 cm
Detailed Description,Chhani made of metal.
Title,Kara
Accession Number,AM-JWL-1157
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,11 x 8.7 cm
Detailed Description,"Kara made of metal, broken into two part."
Title,Pachhela
Accession Number,AM-JWL-1158
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.5 cms
Detailed Description,Pachhela made of metal.
Title,Pachhela
Accession Number,AM-JWL-1159
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.5 cms
Detailed Description,Pachhela made of metal.
Title,Anwat
Accession Number,AM-JWL-1160
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 x 3 cm
Detailed Description,Anwat (toe ornament) made of metal.
Title,Anwat
Accession Number,AM-JWL-1161
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,4.3 x 3.3 cm
Detailed Description,Anwat (toe ornament) made of metal.
Title,Armlet
Accession Number,AM-JWL-1162
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,5.5 x 5 cm
Detailed Description,Armlet made of metal.
Title,Kara
Accession Number,AM-JWL-1163
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 x 6 cm
Detailed Description,Kara made of metal.
Title,Pauhnchi
Accession Number,AM-JWL-1164
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6 cm
Detailed Description,Pauhnchi made of metal.
Title,Bichhia
Accession Number,AM-JWL-1166
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1167
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1168
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1169
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1170
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cms
Detailed Description,Bichhia made of metal.
Title,Paizeb
Accession Number,AM-JWL-1171
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,15.5 cm
Detailed Description,Paizeb with Ghoonghru made of metal.
Title,Paizeb
Accession Number,AM-JWL-1172
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,15.5 cm
Detailed Description,Paizeb with Ghoonghru made of metal.
Title,Chhanni
Accession Number,AM-JWL-1173
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cm
Detailed Description,A small size Chhanni made of metal.
Title,Chhanni
Accession Number,AM-JWL-1174
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cm
Detailed Description,A small size Chhanni made of metal.
Title,Pazeb
Accession Number,AM-JWL-1175
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.5 cm
Detailed Description,"Pazeb made of metal, broken into three parts."
Title,Nigruhi
Accession Number,AM-JWL-1177
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,11.2 x 7 cm
Detailed Description,Nigruhi made of metal.
Title,Anwat
Accession Number,AM-JWL-1178
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.5 x 7 cm
Detailed Description,Anwat made of metal.
Title,Bracelet
Accession Number,AM-JWL-1179
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Bracelet made of metal.
Title,Bracelet
Accession Number,AM-JWL-1180
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Bracelet made of metal.
Title,Anklet
Accession Number,AM-JWL-1181
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.5 cms
Detailed Description,An anklet made of metal.
Title,Pataila Bangle
Accession Number,AM-JWL-1182
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,4.6 cm
Detailed Description,Pataila bangle made of metal.
Title,Pataila Bangle
Accession Number,AM-JWL-1183
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,4.6 cm
Detailed Description,Pataila bangle made of metal.
Title,Panhuchi
Accession Number,AM-JWL-1184
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cm
Detailed Description,Panhuchi made of metal.
Title,Bichhia
Accession Number,AM-JWL-1165
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1186
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.5 cm
Detailed Description,Bichhia made of metal.
Title,Paizana
Accession Number,AM-JWL-1187
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cm
Detailed Description,Paizana made of metal.
Title,Paizana
Accession Number,AM-JWL-1188
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cm
Detailed Description,Paizana made of metal.
Title,Dohri
Accession Number,AM-JWL-1189
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cms
Detailed Description,Dohri made of metal.
Title,Dohri
Accession Number,AM-JWL-1190
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.5 cms
Detailed Description,Dohri made of metal.
Title,Chura
Accession Number,AM-JWL-1191
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10 cm
Detailed Description,Chura of bell made of metal.
Title,Chura
Accession Number,AM-JWL-1192
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10 cm
Detailed Description,"Chura of bell, made of metal."
Title,Jhen zhain
Accession Number,AM-JWL-1193
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,11.5 x 9.5 cm
Detailed Description,Jhen zhain made of metal.
Title,Jhan Zhain
Accession Number,AM-JWL-1194
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,11.5 x 9.5 cm
Detailed Description,Jhan zhain made of metal.
Title,Bichhia
Accession Number,AM-JWL-1195
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,3.7 cm
Detailed Description,Bichhia made of metal.
Title,Bichhia
Accession Number,AM-JWL-1196
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Provenance,32/2
Period / Year of Work,20th century CE
Dimensions,3.7 cm
Detailed Description,Bichhia (Toe ring) made of metal.
Title,Kakna
Accession Number,AM-JWL-1198
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.9 cms
Detailed Description,Kakna made of metal.
Title,Kutri
Accession Number,AM-JWL-1199
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.2 cm
Detailed Description,Kutri made of metal.
Title,Kutri
Accession Number,AM-JWL-1200
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.2 cm
Detailed Description,Kutri made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1201
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cm
Detailed Description,Toe ornament made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1202
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cm
Detailed Description,Toe ornament made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1203
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cms
Detailed Description,Toe ornament made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1204
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cm
Detailed Description,Toe ornament made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1205
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cm
Detailed Description,Toe ornament made of metal.
Title,Toe Ornament
Accession Number,AM-JWL-1206
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,2 cm
Detailed Description,Toe ornament made of metal.
Title,Dohra
Accession Number,AM-JWL-1207
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7 cm
Detailed Description,Dohra bracelet made of metal.
Title,Dohra
Accession Number,AM-JWL-1208
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7 cm
Detailed Description,Dohra bracelet made of metal.
Title,Paizani
Accession Number,AM-JWL-1209
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,9.5 cms
Detailed Description,Paizani made of metal.
Title,Jhanjh
Accession Number,AM-JWL-1210
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,13 cm
Detailed Description,Jhanjh made of metal.
Title,Tora
Accession Number,AM-JWL-1211
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.4 cm
Detailed Description,Tora made of metal.
Title,Pairi
Accession Number,AM-JWL-1212
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,12 cm
Detailed Description,Pairi made of metal.
Title,Pairi
Accession Number,AM-JWL-1213
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,12 cm
Detailed Description,"A pairi  made of metal, broken into two parts."
Title,Pairi
Accession Number,AM-JWL-1214
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,13.5 cm
Detailed Description,Pairi made of metal.
Title,Pairi
Accession Number,AM-JWL-1215
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,13.5 cm
Detailed Description,Pairi made of metal.
Title,Kankania
Accession Number,AM-JWL-1216
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6 cm
Detailed Description,Kakania made of metal.
Title,Kakania
Accession Number,AM-JWL-1217
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6 cm
Detailed Description,Kakania made of metal.
Title,Kakana
Accession Number,AM-JWL-1218
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10.5 cm
Detailed Description,Kakana of made of bronz.
Title,Kakna
Accession Number,AM-JWL-1219
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10.5 cm
Detailed Description,Kakna made of brass.
Title,Hath Kakain
Accession Number,AM-JWL-1220
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,9.4 cm
Detailed Description,Hath Kakain made of metal.
Title,Hath Kakain
Accession Number,AM-JWL-1221
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,9.4 cm
Detailed Description,Hath Kakain made of metal.
Title,Paizan
Accession Number,AM-JWL-1222
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,14 cm
Detailed Description,Paizani made of metal.
Title,Aiuri
Accession Number,AM-JWL-1223
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,12 cms
Detailed Description,Foot ornament 'Viuri'made of metal.
Title,Aiuri
Accession Number,AM-JWL-1224
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,12 cm
Detailed Description,Aiuri made of metal.
Title,Jhanjh
Accession Number,AM-JWL-1225
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Jhanjh made of metal.
Title,Chura
Accession Number,AM-JWL-1226
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,5.5 cm
Detailed Description,Chura made of metal.
Title,Chura
Accession Number,AM-JWL-1227
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,7.5 cm
Detailed Description,Chura made of metal.
Title,Chura
Accession Number,AM-JWL-1228
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,5.2 cm
Detailed Description,"Chura, a type of bangle made of metal."
Title,Chura
Accession Number,AM-JWL-1230
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Chura made of metal.
Title,Aiuri
Accession Number,AM-JWL-1231
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cms
Detailed Description,Foot ornaments 'Aiuri' made of metal.
Title,Aiuri
Accession Number,AM-JWL-1232
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.7 cm
Detailed Description,Aiuri made of metal.
Title,Jhanjh
Accession Number,AM-JWL-1233
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,9 cm
Detailed Description,Jhanjh made of metal.
Title,Churi
Accession Number,AM-JWL-1234
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6 cm
Detailed Description,Churi made on metal.
Title,Arsi
Accession Number,AM-JWL-1235
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,6.7 cm
Detailed Description,Arsi made of metal.
Title,Kara
Accession Number,AM-JWL-1236
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10.5 cm
Detailed Description,Kara made of metal.
Title,Kara
Accession Number,AM-JWL-1237
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,10.5 cm
Detailed Description,Kara made of metal.
Title,Auri
Accession Number,AM-JWL-2322
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.5 cm
Detailed Description,Auri (Gujari) made of gilet.
Title,Auri
Accession Number,AM-JWL-2323
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.5 cm
Detailed Description,Auri (Gujari) made of gilet.
Title,Purai
Accession Number,AM-JWL-2324-A-B
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Purai made of gilet.
Title,Parai
Accession Number,AM-JWL-2325-A-B
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8 cm
Detailed Description,Parai made of gilet.
Title,Gojari
Accession Number,AM-JWL-2326
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
Dimensions,8.5 cm
Detailed Description,Gujari made of gilet.
Title,Gujari
Accession Number,AM-JWL-2327
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Decorative Art Gallery
Object Type,Jewelry
Main Material,Metal
Manufacturing Technique,Moulding
Country,India
Period / Year of Work,20th century CE
