Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,8
Detailed Description,The manuscript is related with Vedant Drshan Geeta. It has 16 folios.
Title,Charanavyuha
Accession Number,AM-MSS-234-ka-582
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,5
Detailed Description,The manuscript is related with Vedant Drshan Geeta. It has 10 folios.
Title,Samkha Yansutra
Accession Number,AM-MSS-234-ka-583
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,20
Detailed Description,The manuscript is related with Vedanta Darshan Gita. It has 40 pages.
Title,"Vrahmachindrupanishat, Mandupa Upanishad, Purushasukta"
Accession Number,AM-MSS-234-ka-584
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,12
Detailed Description,The manuscript is related with Vedanta Darshan Gita. It has 24 pages.
Title,"Sahasrasirshipanishat,  Kaivalyopanishat"
Accession Number,AM-MSS-234-ka-585
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,2
Detailed Description,The manuscript is related with Vedanta Darshan Gita. It has 4 pages.
Title,Siddhantarahasya
Accession Number,AM-MSS-234-ka-586
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,4
Detailed Description,The manuscript is related with Vedanta Darshan Gita. It has 8 pages.
Title,"Veda Ekavimsodhyayah, Dvavimsatimodhyayah"
Accession Number,AM-MSS-234-ka-587
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vedanta Darshan Gita
Language,Sanskrita
Script,Devnagari
Number of folios,29
Detailed Description,The manuscript is related with Vyakaran Koumudi. It has 58 pages.
Title,Portrait of female
Accession Number,AM-MSS-245
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Modern Painting Gallery
Object Type,Modern Painting
Medium,Paper
Manufacturing Technique,Sketching
Main Artist,A.K.Haldar
Artist's Nationality,Indian
Origin Place,India
Style,Modern
School,Bengal school of painting
Period / Year of Work,C.20th Century CE
Dimensions,32 x 25 cms
Brief Description,Initial content
Detailed Description,Water color depicted a female having curly hair. She is wearing a colorful dress and appear to be a tribes women.
Title,Portrait  of a Man
Accession Number,AM-MSS-159
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Modern Painting Gallery
Object Type,Modern Painting
Medium,Paper
Manufacturing Technique,Sketching
Main Artist,A.K.Haldar
Artist's Nationality,Inidan
Provenance,Lucknow
Origin Place,India
Style,Modern
School,Bengal School of Painting
Period / Year of Work,C.20th Century CE
Dimensions,14 x 10 cmc
Historical Note,Signature of artist in red ink.
Detailed Description,Pencil portrait of a man in profile.
Title,Persian Manuscript
Accession Number,AM-MSS-EX-1
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Language,Persian
Script,Nask/ Nastaliq
Number of folios,410
Detailed Description,This is a persian manuscript. It has 820 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-10
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,102
Detailed Description,The manuscript is related with Vyakaran Granth. It has 204 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-11
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Origin Place,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,83
Detailed Description,The manuscript is related with Oriya Granth. It has 166 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-12
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,19
Detailed Description,The manuscript is related with Oriya Granth. It has 38 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-13
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Bengali
Language,Bengali
Script,Bengali
Number of folios,107
Detailed Description,The manuscript is related with Bengali. It has 214 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-14
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,104
Detailed Description,The manuscript is related with Oriya Granth. It has 208 pages.
Title,Gita Govind
Accession Number,AM-MSS-EX-15
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Sahitya Rash Chand Alankar Kosh
Language,Sanskrit
Script,Devnagari
Number of folios,30
Detailed Description,The manuscript is related with Sahitya Rash Chand Alankar Kosh. It has 60 pages.
Title,Ramacharitmanasa
Accession Number,AM-MSS-EX-16
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Hindi
Language,Sanskrit
Script,Devnagari
Number of folios,512
Detailed Description,The manuscript is related with Ramacharitmanasa. It has 1024 pages.
Title,Persian Manuscript
Accession Number,AM-MSS-EX-2
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Persian
Language,Persian
Script,Nask/ Nastaliq
Number of folios,24
Detailed Description,It is a persian manuscript. It has 48 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-3
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,151
Detailed Description,The manuscript is related with Oriya Granth. It has 302 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-4
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,194
Detailed Description,The manuscript is related with Oriya Granth. It has 302 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-5
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,108
Detailed Description,The manuscript is related with Oriya Granth. It has 216 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-6
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,61
Detailed Description,The manuscript is related with Oriya Granth. It has 122 pages.
Title,Puroshotam Mahatmya on Palm Leaf
Accession Number,AM-MSS-EX-7
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,173
Detailed Description,The manuscript is related with Oriya Granth. It has 346 pages.
Title,Sri Markande Puran Krite Chandika Stotram on Palm Leaf
Accession Number,AM-MSS-EX-8
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Vyakaran Granth
Language,Oriya
Script,Oriya
Number of folios,107
Detailed Description,The manuscript is related with Vyakaran Granth. It has 214 pages.
Title,Palm Leaf
Accession Number,AM-MSS-EX-9
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand-Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century
Subject,Oriya Granth
Language,Oriya
Script,Oriya
Number of folios,50
Detailed Description,The manuscript is related with Oriya Granth. It has 100 pages.
Title,Head
Accession Number,AM-TC-K733
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Terracotta Gallery
Object Type,Terracotta
Main Material,Terracotta
Manufacturing Technique,Moulded
Artist's Nationality,Indian
Country,India
Provenance,"Kaushambi, Uttar Pradesh"
Origin Place,"Kaushambi, Uttar Pradesh"
Find Place,"Kaushambi, Uttar Pradesh"
Style,Kushana
School,Kushana
Patron/Dynasty,Kushana
Period / Year of Work,C.1st Century CE
Dimensions,5 x 3.8 cm
Brief Description,"Head of
  a female figure wearing heavy earrings."
Detailed Description,Head of a female figure wearing heavy earrings. The hairs are arranged back side and end in a butted knot.
Title,Jivanamukti Viveka
Accession Number,AM-MSS-p170-333
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand Written
Artist's Nationality,Indian
Origin Place,India
Period / Year of Work,C.18th Century CE
Subject,Vedantadarshan Gita
Language,Sasnkrit
Script,Devanagari
Number of folios,82
Brief Description,Initial content
Detailed Description,The manuscript is related with Vedantadarshan Gita. It has 164 folios.
Title,Lakshmivasudevarchanakrama
Accession Number,AM-MSS-82-2371
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,NA
Object Type,Manuscript
Main Material,Paper
Medium,Black Ink
Manufacturing Technique,Hand Written
Artist's Nationality,Indian
Country,India
Period / Year of Work,C.18th Century CE
Subject,"Vrat Katha, Kavach Tantra-Mantra, etc."
Language,Sanskrit
Script,Devnagari
Inscription,NA
Number of folios,7
Detailed Description,"The manuscript is related with Vrat, Katha, Kavach and Tantra-Mantra. It has 14 folios."
Title,Beads
Accession Number,AM-NED-1454
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Archaeological Gallery
Object Type,Beads
Main Material,Glass
Country,India
Origin Place,"Kaushambi, Uttar Pradesh"
Period / Year of Work,3rd Century BCE -  9th Century CE
Dimensions,In bunchs not recorded
Brief Description,Beads of glass material..
Detailed Description,Beads of glass material..
Title,Post Card
Accession Number,AM-NPC-1142
Title2,Post Card
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Main Artist,Not Known
Artist's Nationality,Indian
Artist's Life Date / Bio Data,Not Known
Author,NA
Country,India
Provenance,Not Known
Origin Place,Not Known
Find Place,Not Known
Scribe,NA
School,NA
Period / Year of Work,C. 20 Century CE
Inscription,No
Tribe,NA
Costume,NA
Culture,NA
Dimensions,31.3 x 27.5 cms
Brief Description,A postcard with miniature handwriting of Nehru from 'A Father's letter to his Daughter'
Detailed Description,A postcard with miniature handwriting of Nehru from 'A Father's letter to his Daughter'
Title,Memento
Accession Number,AM-NPC-1143
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Wood
Component Material II,Plastic
Artist's Nationality,Indian
Country,India
Provenance,Jharkhand
Origin Place,Jharkhand
Find Place,Jharkhand
Period / Year of Work,2nd March 1952
Inscription,Inscription is written in English.
Dimensions,31.7 x 11.5 cms
Brief Description,A memento of plastic and wood presented to Pt. Jawaharlal Nehru by the staff and workers of Sindri Fertilizer Factory.
Detailed Description,A memento of plastic and wood presented to Pt. Jawaharlal Nehru by the staff and workers of Sindri Fertilizer Factory.
Title,Portrait of Nehru
Accession Number,AM-NPC-1144
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Metal
Country,India
Origin Place,India
Period / Year of Work,20th Century CE
Inscription,Inscription is written in Hindi script.
Dimensions,14 cms
Brief Description,Portrait of Pt. Jawaharlal Nehru on a decorated tin plaque.
Detailed Description,Portrait of Pt. Jawaharlal Nehru on a decorated tin plaque.
Title,Clay Model
Accession Number,AM-NPC-1145
Title2,Clay Model of Mahatma Gandhi
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Clay
Artist's Nationality,Indian
Country,India
Origin Place,India
Find Place,India
Period / Year of Work,20th Century CE
Dimensions,Height: 30 cms (approx)
Brief Description,China clay model of Mahatma Gandhi.
Detailed Description,China clay model of Mahatma Gandhi.
Title,Portrait
Accession Number,AM-NPC-1148-1
Title2,Portrait
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Rice
Artist's Nationality,Indian
Country,India
Style,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,25.4 x 20.3 cm
Brief Description,A sketch of Nehru (panch sharya) shown in a wooden frame.
Detailed Description,Sketch of Nehru prepared through the medium of grains. It has a conception of five grains portraiture (panch sharya) of the artist. A decorative border of wood can be seen. Face of Nehru is not visible.
Title,Painting
Accession Number,AM-NPC-1150
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Wood
Artist's Nationality,Indian
Artist's Life Date / Bio Data,Not Known
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,61 x 41.9 cm
Detailed Description,A wooden painting of standing Jawaharlal Nehru.
Title,Album
Accession Number,AM-NPC-1151
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Cloth
Artist's Nationality,Indian
Country,India
Provenance,"Ahmedabad, Gujarat"
Origin Place,"Ahmedabad, Gujarat"
Find Place,"Ahmedabad, Gujarat"
Period / Year of Work,C.20th Century CE
Inscription,Inscription is written in Hindi.
Dimensions,35 x 25.5 cms
Brief Description,"Album with words of thanks from Nutan Balshikshana Sangh, Ahmedabad."
Detailed Description,"Album with words of thanks from Nutan Balshikshana Sangh, Ahmedabad."
Title,Album
Accession Number,AM-NPC-1152
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Cloth
Component Material II,Paper
Artist's Nationality,Indian
Country,India
Provenance,"Palghat, Kerela"
Origin Place,"Palghat, Kerela"
Find Place,"Palghat, Kerela"
Period / Year of Work,C.20th Century CE
Inscription,Inscription is written in English.
Dimensions,37.2 x 28.2 cms
Brief Description,"Album of Malampuzha Project, Palghat, Kerala."
Detailed Description,"Album of Malampuzha Project, Palghat, Kerala."
Title,Plaque
Accession Number,AM-NPC-1154-1
Title2,Plaque
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Lac
Artist's Nationality,Indian
Country,India
Style,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,A plaque of Nehru jee.
Detailed Description,A projecting plaque of Nehru jee in red colour. It is rectangular in shape.
Title,Plaque
Accession Number,AM-NPC-1154-2
Title2,Plaque
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Lac
Artist's Nationality,Indian
Country,India
Style,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,A plaque of Gandhi Ji.
Detailed Description,A projecting plaque of Gandhi Ji in red colour. It is rectangular in shape.
Title,Plaque
Accession Number,AM-NPC-1154-3
Title2,Plaque
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Lac
Artist's Nationality,Indian
Country,India
Style,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,A plaque of Dr. Rajendra Prasad.
Detailed Description,A projecting plaque of Dr. Rajendra Prasad in red colour.  It is rectangular in shape. There is a crack on the left hand side.
Title,Portrait of Nehru
Accession Number,AM-NPC-1155
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Glass
Component Material II,Metal
Artist's Nationality,Indian
Country,India
Provenance,Not Known
Period / Year of Work,10th March 1959
Inscription,Inscription is written in English.
Dimensions,32.4 x 27.3 cms
Brief Description,Etching on glass of portrait of Pt. Jawaharlal Nehru.
Detailed Description,Etching on glass of portrait of Pt. Jawaharlal Nehru.
Title,Pagoda
Accession Number,AM-NPC-1156
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Artist's Nationality,Indian
Country,India
Provenance,"Bhalapur, Akola, Maharashtra"
Origin Place,"Bhalapur, Akola, Maharashtra"
Find Place,"Bhalapur, Akola, Maharashtra"
Period / Year of Work,20th Century CE
Dimensions,50.2 x 40 cms
Brief Description,Painting presented to Pt. Jawaharlal Nehru depicting a Pagoda presented by Bhalpur Nagarpalika.
Detailed Description,Painting presented to Pt. Jawaharlal Nehru depicting a Pagoda presented by Bhalpur Nagarpalika.
Title,Portrait
Accession Number,AM-NPC-1157
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Oil on Canvas
Manufacturing Technique,Painting
Main Artist,K. Akumimlong
Provenance,Nagaland
Origin Place,Nagaland
Find Place,Nagaland
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,"Nov 14th, 1959 CE"
Inscription,Inscription is written in Roman script.
Dimensions,69.8 x 50.8 cm
Detailed Description,Painting of Nehru as a Naga Warrior by artist K. Akumimlong.
Title,Portrait of Pt Jawaharlal Nehru
Accession Number,AM-NPC-1158
Title2,Portrait of Pt. Jawaharlal Nehru
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Rice
Component Material II,Paper
Component Material III,Wood
Artist's Nationality,Indian
Country,India
Provenance,Not Known
Period / Year of Work,C.20th Century CE
Dimensions,30.5 x 25.4 cms (Including Frame)
Brief Description,Portrait of Pandit Jawaharlal Nehru made of rice. The rice surface was painted in water colour.
Detailed Description,Portrait of Pandit Jawaharlal Nehru made of rice. The rice surface was painted in water colour.
Title,Welcome Address
Accession Number,AM-NPC-1160
Title2,Welcome Address
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Cloth
Artist's Nationality,Indian
Country,India
Provenance,"Bhilwara, 	Rajasthan"
Origin Place,"Bhilwara, Rajasthan"
Find Place,"Bhilwara, Rajasthan"
Period / Year of Work,8th March 1959
Inscription,Inscription is written in Hindi.
Dimensions,59.5 x 38.5 cms
Brief Description,"Letter of Felicitation by Bhilwada, Municipal Corporation, Rajasthan. On his visit and praising him as Architect of Modern India and source of inspiration."
Detailed Description,"Letter of Felicitation by Bhilwada, Municipal Corporation, Rajasthan. On his visit and praising him as Architect of Modern India and source of inspiration."
Title,Portrait
Accession Number,AM-NPC-1162
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Component Material II,Wood
Manufacturing Technique,Painting
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,45.7 x 33 cm
Brief Description,Portrait of Pt. Nehru.
Detailed Description,Portrait of Pt. Nehru made by P.S. Rao.
Title,Memento
Accession Number,AM-NPC-1163
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Metal
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE 1960
Dimensions,25.4 x 20.3 cm
Brief Description,Memento depicting Brahmaputra bridge.
Detailed Description,Memento depicting Brahmaputra bridge presented to Jawaharlal Nehru by Northeast frontier.
Title,Female Statue
Accession Number,AM-NPC-1165
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Plaster of Paris
Artist's Nationality,Indian
Country,India
Provenance,"Mysore, Karnataka."
Origin Place,"Mysore, Karnataka."
Period / Year of Work,"C.20th Century CE July 7th, 1951"
Inscription,Inscription is written in Hindi.
Dimensions,30.5 cms (height)
Brief Description,Statue of a standing female figure looking at the mirror.
Detailed Description,Statue of a standing female figure looking at the mirror.
Title,Model
Accession Number,AM-NPC-1167
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Wood
Artist's Nationality,Indian
Country,India
Provenance,"Cambay, Anand, Gujarat"
Origin Place,"Cambay, Anand, Gujarat"
Period / Year of Work,C.20th Century CE
Dimensions,20.3 cms
Brief Description,A replica of Rig Vijaya which created history in Cambay by striking oil in wells in the Gulf of Khambhat.
Detailed Description,A replica of Rig Vijaya which created history in Cambay by striking oil in wells in the Gulf of Khambhat.
Title,Bust
Accession Number,AM-NPC-1169
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Plaster of Paris
Manufacturing Technique,Moulding
Artist's Nationality,Indian
Country,India
Provenance,Not Known
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,48.2 x 38.1 cm
Detailed Description,White bust of a female goddess.
Title,Painting
Accession Number,AM-NPC-1172
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Canvas
Component Material II,Wood
Provenance,"Cairo, Egypt"
Origin Place,"Cairo, Egypt"
Find Place,"Cairo, Egypt"
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,"August 6th, 1953 CE"
Dimensions,50.8 x 38.7 cm
Detailed Description,A painting of a defence person for Nehru.
Title,Statue
Accession Number,AM-NPC-1173
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Metal
Manufacturing Technique,Moulded
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,52.7 x 20.3 cm
Detailed Description,Statue of King of Nepal in ceremonial dress.
Title,Portrait
Accession Number,AM-NPC-1175
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Cloth
Manufacturing Technique,Sketching
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20 Century CE
Dimensions,51.4 x 36.8 cm
Detailed Description,A sketch of Pandit Jawaharlal Nehru in brown.
Title,Sketch
Accession Number,AM-NPC-1190
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Component Material II,Wood
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,A black and white photograph.
Detailed Description,A black and white photograph of people sitting on a motor car.
Title,Photograph
Accession Number,AM-NPC-1226
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Manufacturing Technique,Printing
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,28.6 x 20.3 cm
Detailed Description,A photograph of Nehru with Rajendra Prasad and some delegate.
Title,Album
Accession Number,AM-NPC-1228
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Cardboard
Component Material II,Paper
Artist's Nationality,Indonesian
Country,Indonesia
Provenance,Indonesia
Origin Place,Indonesia
Find Place,Indonesia
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,Red coloured album (cover) with inscription.
Detailed Description,"Red coloured album (cover) with inscription ""Painting and Statues from the Collection of President Sukarno of the Republic of Indonesia."
Title,Key
Accession Number,AM-NPC-1229
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Metal
Country,Japan
Origin Place,"Tokyo, Japan"
Period / Year of Work,20th Century CE
Dimensions,Length- 17 cms
Brief Description,A golden finish metal key presented to Nehru by the Governor of Tokyo Metropolis.
Detailed Description,A golden finish metal key presented to Nehru by the Governor of Tokyo Metropolis.
Title,Showpiece
Accession Number,AM-NPC-1230
Title2,Showpiece
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Metal
Artist's Nationality,Indian
Country,India
Style,Modern
Period / Year of Work,C. 20th Century CE
Dimensions,30.5 x 25 cm
Brief Description,Figure of a man painted in golden colour.
Detailed Description,One painting on metal showing embossed figure of a man. The figure is painted in golden colour.
Title,Painting
Accession Number,AM-NPC-1231
Museum Name,"Allahabad Museum, Allahabad"
Gallery Name,Nehru Gallery
Object Type,Nehru Collection
Main Material,Paper
Manufacturing Technique,Painting
Artist's Nationality,Indian
Country,India
Style,Modern
Patron/Dynasty,Modern
Period / Year of Work,C. 20th Century CE
Brief Description,"A pair of flowers, Dehliya."
